secret,question,ig
abacus,Guesser said: Does the object have a digital display?,0.0028133764601534494
abacus,Guesser said: Is the object an analog device?,0.002192578947195045
abacus,Guesser said: I'm going to take a guess that the object is a wooden slide rule.?,0.0028133764601534494
abacus,Guesser said: Is the object used in a specific industry or profession?,0.002192578947195045
abacus,Guesser said: Is the object used in the construction industry?,0.0028133764601534494
abacus,Guesser said: Is the object used in the medical field?,0.0028133764601534494
abacus,Guesser said: Is the object used in the field of engineering?,0.0028133764601534494
abacus,Guesser said: Is the object used in the field of education?,0.002192578947195045
abacus,Guesser said: Is the object used by students?,0.002192578947195045
accordion,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.002192578947195045
accordion,Guesser said: Is the object you are thinking of man-made?,0.002192578947195045
accordion,Guesser said: Does the object you are thinking of have buttons or controls of any kind?,0.002192578947195045
accordion,Guesser said: Does the object you are thinking of require batteries or an external power source to function?,0.0028133764601534494
accordion,Guesser said: Is the object you are thinking of used for entertainment?,0.002192578947195045
accordion,Guesser said: Is the object you are thinking of a musical instrument?,0.002192578947195045
accordion,Guesser said: I'm going to take a guess that the object you are thinking of is a harmonica.?,0.0028133764601534494
accordion,Guesser said: Is the object you are thinking of a stringed instrument?,0.0028133764601534494
accordion,Guesser said: Does the object you are thinking of have keys like a piano?,0.002192578947195045
accordion,Guesser said: I'm going to take a guess that the object you are thinking of is an accordion.?,0.007656594399790606
album,Guesser said: Is the object you are thinking of something that can be held in one's hand?,0.002192578947195045
album,Guesser said: Is the object man-made?,0.002192578947195045
album,Guesser said: Does the object have buttons or controls?,0.002192578947195045
album,Guesser said: Is the object electronic?,0.0028133764601534494
album,Guesser said: Is the object used for a specific task or function?,0.002192578947195045
album,Guesser said: Is the object commonly found in a kitchen?,0.0028133764601534494
album,Guesser said: Is the object used for personal grooming or hygiene?,0.0028133764601534494
album,Guesser said: Is the object used primarily with the hands?,0.002192578947195045
album,Guesser said: Is the object used for a task related to a hobby or craft?,0.002192578947195045
album,Guesser said: Does the object have moving parts?,0.0028133764601534494
album,Guesser said: Is the object used to create or manipulate a specific type of material?,0.0028133764601534494
album,Guesser said: Is the object used to create art or music?,0.002192578947195045
album,Guesser said: Is the object a musical instrument?,0.0028133764601534494
album,Guesser said: Is the object used for drawing or painting?,0.0028133764601534494
album,Guesser said: Is the object used for a type of craft that involves string or yarn?,0.0028133764601534494
album,Guesser said: Is the object used for sculpting or modeling?,0.0028133764601534494
album,Guesser said: Is the object a type of tool used in a specific art form?,0.0028133764601534494
album,Guesser said: Is the object something that can be used by people of all ages?,0.002192578947195045
album,Guesser said: Is the object something that can be found in an art supply box or a craft store?,0.0028133764601534494
album,"Guesser said: Is the object related to a performance art, such as dance or theater?",0.002192578947195045
album,Guesser said: Is the object a prop?,0.0028133764601534494
album,Guesser said: Is the object something that is worn or carried by a performer?,0.0028133764601534494
album,Guesser said: Is the object used to create a specific sound or noise?,0.002192578947195045
album,"Guesser said: Is the object a type of percussion instrument, even though you said it's not a musical instrument?",0.0028133764601534494
album,"Guesser said: Is the object used to create a sound effect, such as a whoopee cushion or a slide whistle?",0.0028133764601534494
album,Guesser said: Is the object used to amplify or project sound?,0.0028133764601534494
album,"Guesser said: Is the object used in a specific type of performance, such as a play or a musical?",0.002192578947195045
album,"Guesser said: Is the object used in theater to create a sound effect, such as a door creaking or a gun shot?",0.0028133764601534494
album,Guesser said: Is the object used by a specific character or group of characters in a performance?,0.0028133764601534494
album,Guesser said: Is the object used to create a sound that is associated with a particular action or event in a performance?,0.002192578947195045
album,Guesser said: Is the object used to create the sound of applause?,0.0028133764601534494
album,Guesser said: Is the object used to create a sound that signals the start or end of a performance?,0.0028133764601534494
album,Guesser said: Is the object used to create a sound that is associated with a dramatic or emotional moment in a performance?,0.0028133764601534494
album,Guesser said: Is the object used to create a sound that is associated with a comedic or lighthearted moment in a performance?,0.0028133764601534494
album,"Guesser said: Is the object used to create a sound that is associated with a specific activity or action, such as a sword fight or a horse ride?",0.0028133764601534494
album,"Guesser said: Is the object used to create a sound that is associated with a natural phenomenon, such as thunder or a bird chirping?",0.0028133764601534494
album,"Guesser said: Is the object used to create a sound that is associated with a man-made object, such as a car or a machine?",0.002192578947195045
album,Guesser said: Is the object used to create the sound of a car?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a machine or engine?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a bell?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a bicycle?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a train?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a plane?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a boat?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a phone?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a door?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of footsteps?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a clock?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a camera?,0.0028133764601534494
album,Guesser said: Is the object used to create the sound of a typewriter?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of man-made?,0.002192578947195045
altar,Guesser said: Is the object you are thinking of something that can be found indoors?,0.002192578947195045
altar,Guesser said: Is the object you are thinking of electronic?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of made primarily of fabric?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of made primarily of wood?,0.002192578947195045
altar,Guesser said: Is the object you are thinking of a piece of furniture?,0.002192578947195045
altar,Guesser said: Is the object you are thinking of a table?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a chair?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a bed?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a desk?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a bookshelf?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a dresser?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a nightstand?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wardrobe?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a coffee table?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a TV stand?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a cabinet?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wardrobe closet?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that can be found in a kitchen?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that can be found in a bedroom?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that can be found in a living room?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that can be found in a home office or study?,0.002192578947195045
altar,Guesser said: Is the object you are thinking of a bookcase?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a file cabinet?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a computer desk?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a reading chair?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a lectern?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that serves as a surface for writing or working?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that serves as storage for office supplies?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that serves as a display case for awards or decorations?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a door?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a window?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wall?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a floor?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a ceiling?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a shelf?,0.0028133764601534494
altar,"Guesser said: Is the object you are thinking of something that can be sat on, aside from a chair?",0.0028133764601534494
altar,"Guesser said: Is the object you are thinking of something that can be leaned on, aside from a chair?",0.0028133764601534494
altar,"Guesser said: Is the object you are thinking of something that can be used for decoration, such as a vase or a sculpture?",0.002192578947195045
altar,Guesser said: Is the object you are thinking of a wooden statue?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wooden plaque?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wooden picture frame?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wooden carving?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wooden decorative box?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of a wooden clock?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that is typically placed on a wall for decorative purposes?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that is typically placed on a table or shelf for decorative purposes?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that is typically placed on the floor for decorative purposes?,0.0028133764601534494
altar,Guesser said: Is the object you are thinking of something that serves a functional purpose in addition to being decorative?,0.002192578947195045
anchor,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.002192578947195045
anchor,Guesser said: Is the object man-made?,0.002192578947195045
anchor,Guesser said: Does the object have buttons or controls?,0.0028133764601534494
anchor,Guesser said: Is the object used for entertainment?,0.0028133764601534494
anchor,Guesser said: Is the object used for eating or drinking?,0.0028133764601534494
anchor,Guesser said: Is the object made primarily of plastic?,0.0028133764601534494
anchor,Guesser said: Is the object made primarily of metal?,0.002192578947195045
anchor,Guesser said: Is the object a tool?,0.002192578947195045
anchor,Guesser said: Is the object a hammer?,0.0028133764601534494
anchor,Guesser said: Is the object a screwdriver?,0.0028133764601534494
anchor,Guesser said: Is the object a pair of pliers?,0.0028133764601534494
anchor,Guesser said: Is the object a wrench?,0.0028133764601534494
anchor,Guesser said: Is the object used for cutting?,0.0028133764601534494
anchor,Guesser said: Does the object have a distinct or unusual shape?,0.002192578947195045
anchor,Guesser said: Is the object a key?,0.0028133764601534494
anchor,Guesser said: Is the object commonly found in a kitchen?,0.0028133764601534494
anchor,Guesser said: Is the object commonly found in a garage or workshop?,0.0028133764601534494
anchor,Guesser said: Is the object used for personal grooming?,0.0028133764601534494
anchor,Guesser said: Is the object a pocket knife?,0.0028133764601534494
anchor,Guesser said: Is the object a level?,0.0028133764601534494
anchor,Guesser said: Does the object have moving parts?,0.002192578947195045
anchor,Guesser said: Is the object a lock?,0.0028133764601534494
anchor,Guesser said: Is the object a gun?,0.0028133764601534494
anchor,Guesser said: Is the object a compass?,0.0028133764601534494
anchor,Guesser said: Is the object a clock or watch?,0.0028133764601534494
anchor,Guesser said: Is the object a lighter?,0.0028133764601534494
anchor,Guesser said: Is the object a can opener?,0.0028133764601534494
anchor,Guesser said: Is the object a staple gun?,0.0028133764601534494
anchor,Guesser said: Is the object a tape measure?,0.0028133764601534494
anchor,Guesser said: Is the object a pair of scissors?,0.0028133764601534494
anchor,Guesser said: Is the object a metal ruler?,0.0028133764601534494
anchor,Guesser said: Is the object a thermometer?,0.0028133764601534494
anchor,Guesser said: Is the object a flashlight?,0.0028133764601534494
anchor,Guesser said: Is the object a lantern?,0.0028133764601534494
anchor,Guesser said: Is the object a whistle?,0.0028133764601534494
anchor,Guesser said: Is the object a harmonica?,0.0028133764601534494
anchor,Guesser said: Is the object a pipe?,0.0028133764601534494
anchor,Guesser said: Is the object a metal file?,0.0028133764601534494
anchor,Guesser said: Is the object a metal brush?,0.0028133764601534494
anchor,Guesser said: Is the object a metal pick?,0.0028133764601534494
anchor,Guesser said: Is the object a metal fork?,0.0028133764601534494
anchor,Guesser said: Is the object a metal spoon?,0.0028133764601534494
anchor,Guesser said: Is the object a metal pencil sharpener?,0.0028133764601534494
anchor,Guesser said: Is the object a metal paperweight?,0.0028133764601534494
anchor,Guesser said: Is the object a metal container?,0.0028133764601534494
anchor,Guesser said: Is the object a metal picture frame?,0.0028133764601534494
anchor,Guesser said: Is the object a metal mirror?,0.0028133764601534494
anchor,Guesser said: Is the object a metal vase?,0.0028133764601534494
anchor,Guesser said: Is the object a metal figurine?,0.0028133764601534494
anchor,Guesser said: Is the object a metal statue?,0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.002192578947195045
anklet,Guesser said: Is the object you are thinking of man-made?,0.002192578947195045
anklet,Guesser said: Does the object you are thinking of have buttons or controls of any kind?,0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of used for a specific purpose or function?,0.002192578947195045
anklet,Guesser said: Is the object you are thinking of related to food or drink in any way?,0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of made primarily of plastic?,0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of made of metal?,0.002192578947195045
anklet,Guesser said: I'm going to take a guess that the object you are thinking of is a hammer.?,0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of something that can be found in a toolbox?,0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of used for personal grooming or hygiene?,0.0028133764601534494
anklet,"Guesser said: Is the object you are thinking of used for entertainment, such as a game or a toy?",0.0028133764601534494
anklet,"Guesser said: Is the object you are thinking of used primarily with the hands, such as a tool or utensil?",0.0028133764601534494
anklet,Guesser said: Is the object you are thinking of commonly found in most households?,0.002192578947195045
anklet,Guesser said: Is the object you are thinking of used for decorative purposes?,0.002192578947195045
anklet,Guesser said: I'm going to take a guess that the object you are thinking of is a metal picture frame. ?,5.296363719153874e-05
anklet,"uesser said: Is the object you are thinking of made of a precious metal, such as gold or silver?",0.002192578947195045
anklet,uesser said: I'm going to take a guess that the object you are thinking of is a silver necklace.?,0.0028133764601534494
anklet,"esser said: Is the object you are thinking of something that can be worn, such as jewelry?",0.002192578947195045
anklet,sser said: I'm going to take a guess that the object you are thinking of is a gold ring.?,0.0028133764601534494
anklet,sser said: Does the object you are thinking of have a distinct or unusual shape?,0.002192578947195045
anklet,ser said: I'm going to take a guess that the object you are thinking of is a silver pendant.?,0.0028133764601534494
anklet,"sser said: Is the object you are thinking of a type of accessory, such as a brooch or a pin?",0.002192578947195045
anklet,ser said: I'm going to take a guess that the object you are thinking of is a gold brooch.?,0.0028133764601534494
anklet,er said: Is the object you are thinking of typically given as a gift?,0.002192578947195045
anklet,r said: I'm going to take a guess that the object you are thinking of is a silver locket.?,0.0028133764601534494
anklet,said: Does the object you are thinking of have a symbolic or sentimental value?,0.002192578947195045
anklet,id: I'm going to take a guess that the object you are thinking of is a gold watch.?,0.0028133764601534494
anklet,said: Is the object you are thinking of related to a specific holiday or occasion?,0.0028133764601534494
anklet,aid: I'm going to take a guess that the object you are thinking of is a silver earring.?,0.0028133764601534494
anklet,er said: Does the object you are thinking of have a religious or cultural significance?,0.002192578947195045
anklet,said: I'm going to take a guess that the object you are thinking of is a gold cross.?,0.0028133764601534494
anklet,id: Is the object you are thinking of used to symbolize love or commitment?,0.002192578947195045
anklet,said: I'm going to take a guess that the object you are thinking of is a gold wedding band.?,0.0028133764601534494
anklet,said: Is the object you are thinking of a type of figurine or charm?,0.0028133764601534494
anklet,said: I'm going to take a guess that the object you are thinking of is a silver charm.?,0.0028133764601534494
anklet,d: Is the object you are thinking of used to commemorate a special event or milestone?,0.002192578947195045
anklet,id: I'm going to take a guess that the object you are thinking of is a silver anniversary coin.?,0.0028133764601534494
anklet,aid: Is the object you are thinking of something that is often passed down from generation to generation?,0.002192578947195045
anklet,d: I'm going to take a guess that the object you are thinking of is a gold heirloom locket.?,0.0028133764601534494
anklet,s the object you are thinking of related to a specific family tradition or heritage?,0.0028133764601534494
anklet,d: I'm going to take a guess that the object you are thinking of is a silver family crest.?,0.0028133764601534494
anklet,: Does the object you are thinking of have a unique or intricate design?,0.002192578947195045
anklet,m going to take a guess that the object you are thinking of is a gold ornate box.?,0.0028133764601534494
anklet,the object you are thinking of used to hold or store something of value?,0.002192578947195045
anklet,ing to take a guess that the object you are thinking of is a silver jewelry box.?,0.0028133764601534494
anklet,"e object you are thinking of made of a combination of materials, including metal?",0.002192578947195045
anklet,ing to take a guess that the object you are thinking of is a silver and diamond ring.?,0.0028133764601534494
anklet,ect you are thinking of does it have moving parts?,0.0028133764601534494
anklet,ng to take a guess that the object you are thinking of is a gold and pearl necklace.?,0.0028133764601534494
anklet,you are thinking of is it used to honor or remember someone or something?,0.002192578947195045
anvil,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of man-made?,0.002192578947195045
anvil,Guesser said: Is the object you are thinking of something that can be found indoors?,0.002192578947195045
anvil,Guesser said: Is the object you are thinking of made primarily of metal?,0.002192578947195045
anvil,Guesser said: Is the object you are thinking of a type of furniture?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of something that can be found in a kitchen?,0.0028133764601534494
anvil,"Guesser said: Is the object you are thinking of something that serves a functional purpose, like a tool or a machine?",0.002192578947195045
anvil,Guesser said: Is the object you are thinking of something that uses electricity?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of a type of vehicle?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of something that can be operated by one person?,0.002192578947195045
anvil,"Guesser said: Is the object you are thinking of something that is used for a specific task, like a wrench or a hammer?",0.002192578947195045
anvil,Guesser said: Is the object you are thinking of a type of saw?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of a type of drill?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of something that is used for cutting?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of something that is used for shaping or forming?,0.002192578947195045
anvil,Guesser said: Is the object you are thinking of a type of press?,0.0028133764601534494
anvil,Guesser said: Is the object you are thinking of something that is used to shape or form metal?,0.002192578947195045
anvil,Guesser said: Is the object you are thinking of an anvil?,0.007656594399790606
apron,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of man-made?,0.002192578947195045
apron,Guesser said: Is the object you are thinking of something that can be found indoors?,0.002192578947195045
apron,Guesser said: Is the object you are thinking of made primarily of metal?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of related to furniture?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of something that serves a functional purpose?,0.002192578947195045
apron,Guesser said: Is the object you are thinking of related to a kitchen or food preparation?,0.002192578947195045
apron,Guesser said: Is the object you are thinking of a refrigerator?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a sink?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of an appliance that is commonly found on a countertop?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a type of cookware?,0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to prepare or process food, but is not an appliance or cookware?",0.002192578947195045
apron,Guesser said: Is the object you are thinking of a cutting board?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a type of food or ingredient storage container?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a utensil?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of something that is used to strain or filter food or liquids?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of something that is used to mix or blend food or ingredients?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a spice rack?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of something that is used to serve food or drinks?,0.002192578947195045
apron,Guesser said: Is the object you are thinking of a plate?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a glass or cup?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a bowl?,0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of a serving utensil, such as a spoon or fork?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of a serving dish, such as a platter or tray?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to carry or transport food or drinks, such as a tray or cart?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to dispense or portion out food or drinks, such as a pitcher or dispenser?",0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a napkin or napkin holder?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a tablecloth or placemat?,0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to decorate or enhance the dining experience, such as a centerpiece or candle holder?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to protect or cover food or drinks, such as a lid or cover?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to identify or label food or drinks, such as a label or sign?",0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a food warmer or chafing dish?,0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or dispense a specific type of food, such as a bread basket or cheese board?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold a beverage, such as a coffee carafe or tea infuser?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold a dessert, such as a cake stand or dessert plate?",0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a Lazy Susan?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a buffet server or warming tray?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a food cart or serving cart?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a banquet table or dining table?,0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a high chair or booster seat?,0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to facilitate eating or drinking for people with disabilities, such as a adaptive utensil or cup?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve food or drinks in a specific cultural or traditional context, such as a sushi mat or fondue set?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold snacks, such as a snack bowl or chip and dip set?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold condiments, such as a condiment caddy or mustard dispenser?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold garnishes, such as a garnish tray or lemon wedge holder?",0.0028133764601534494
apron,Guesser said: Is the object you are thinking of a gravy boat?,0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of a pitcher that is used to serve a specific type of beverage, such as a water pitcher or juice pitcher?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of a container that is used to serve or hold a specific type of food, such as a bread box or cookie jar?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold a type of food that is typically served at a specific time of day, such as a breakfast server or brunch platter?",0.0028133764601534494
apron,"Guesser said: Is the object you are thinking of something that is used to serve or hold a type of food that is typically served in a specific location, such as a picnic basket or tailgating grill?",0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of something that can be held in your hand?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of man-made?,0.002192578947195045
armchair,Guesser said: Is the object you are thinking of something that can be found indoors?,0.002192578947195045
armchair,Guesser said: Is the object you are thinking of related to furniture?,0.002192578947195045
armchair,Guesser said: Is the object you are thinking of a chair?,0.002192578947195045
armchair,Guesser said: Is the object you are thinking of made of wood?,0.002192578947195045
armchair,Guesser said: Is the object you are thinking of an oak chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a pine chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a maple chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a cedar chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a cherry chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a walnut chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a beech chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a birch chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of an ash chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of an elm chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a hickory chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a teak chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a mahogany chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of an eucalyptus chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of an aspen chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a poplar chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a cypress chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a redwood chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a spruce chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a fir chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a willow chair?,0.0028133764601534494
armchair,Guesser said: Is the object you are thinking of a sycamore chair?,0.0028133764601534494
armchair,Guesser said: What type of wood is the object you are thinking of made of?,0.011410939548792243
armchair,Guesser said: What is the object you are thinking of made of?,0.006287539284880239
armchair,Guesser said: Is the object you are thinking of an upholstered chair?,0.002192578947195045
armchair,Guesser said: Is the object you are thinking of a leather chair?,0.002192578947195045
