secret,question,ig,label
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object's shape when it is being used?,3.699176193450171e-05,Function
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object you are thinking of?,0.006234368965555959,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are some common places where the object is found?,0.01448193928842656,Location
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006379316684892444,Direct
apron,Guesser said: What are the object's notable features that distinguish it from other objects?,0.0027225513361877063,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: How does the object you are thinking of vary in terms of design?,0.0005465691572190678,Attribute
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are some common tasks that the object helps with?,0.00527950913076225,Function
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are some common features that the object has?,0.00029591814638507685,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object made of?,0.006726697131334447,Attribute
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are some of the object's uses in different settings?,0.005348944776038422,Function
apron,Guesser said: What is the object's composition?,0.006726697131334447,Attribute
apron,Guesser said: What is the object you are thinking of?,0.0006379316684892444,Direct
apron,Guesser said: What is the object's size when it is not being used?,3.699176193450171e-05,Attribute
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are the object's key characteristics?,0.0005325965261633314,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object's weight?,0.0011314551683128116,Attribute
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are some of the object's uses in a professional setting?,0.008597095681210476,Function
apron,Guesser said: What is the object you are thinking of?,0.0006787613549761318,Direct
apron,Guesser said: What are some of the object's common colors?,0.03637762186829363,Attribute
armchair,Guesser said: What does the object look like?,0.0018948925872308564,Attribute
armchair,Guesser said: What is the typical use of the object?,0.001205583037421576,Function
armchair,Guesser said: What is the material the object is made of?,0.0033631734522217016,Attribute
armchair,Guesser said: How does a person typically interact with the object?,0.00204316026999507,Function
armchair,Guesser said: What is the size of the object?,0.0012306210535975026,Attribute
armchair,Guesser said: I think the object is a chair.?,0.007656594399790606,Direct
armoire,Guesser said: What is the object's size relative to a human hand?,0.0003961081670809108,Attribute
armoire,Guesser said: How does the object interact with its environment?,0.0003777416597863237,Function
armoire,Guesser said: What is the object's shape?,0.0028375329048770936,Attribute
armoire,Guesser said: What is the object's primary function?,0.0009455454838764865,Function
armoire,Guesser said: What material is the object made of?,0.012342104524666553,Attribute
armoire,Guesser said: I'm going to guess that the object is a dresser.?,0.0028133764601534494,Direct
armoire,Guesser said: What is the object's style or aesthetic?,0.005084824752103145,Attribute
armoire,Guesser said: How does the object make people feel when they are around it?,0.00010561710000800417,Function
armoire,Guesser said: What is the object's color?,0.0034364009835599063,Attribute
armoire,Guesser said: I'm going to guess that the object is a wardrobe.?,0.007656594399790606,Direct
armor,Guesser said: What does the object look like?,0.006218166017195159,Attribute
armor,Guesser said: What is the object used for?,0.007364573123968654,Function
armor,Guesser said: What is the texture of the object?,0.01283415142527744,Attribute
armor,Guesser said: What is the object's purpose in relation to the user?,3.699176193450171e-05,Function
armor,Guesser said: What is the shape of the object?,0.002397937591670285,Attribute
armor,Guesser said: What size is the object?,0.0003759432261851714,Attribute
armor,Guesser said: How is the object typically used by a person?,0.0007521903535234742,Function
armor,Guesser said: What is the composition of the object?,0.03213568300188996,Attribute
armor,Guesser said: I'm going to take a guess that the object is a suit of armor. ?,5.296363719153874e-05,Direct
arms,Guesser said: What is the size of the object?,0.0009297605080718085,Attribute
arms,Guesser said: What is the typical use of the object?,0.0018288296359365575,Function
arms,Guesser said: What is the material the object is made of?,0.03213568300188996,Attribute
arms,Guesser said: How many objects are typically used at one time?,0.015678220390761055,Function
arms,Guesser said: What is the shape of the object?,0.0021297949221228407,Attribute
arms,Guesser said: My guess is that the object is a handle.?,0.0028133764601534494,Direct
arms,Guesser said: How does the object attach to the thing it is carrying?,0.00349100427833271,Function
arms,Guesser said: What is the texture of the object?,0.003732902134334637,Attribute
arms,Guesser said: My guess is that the object is a wheelbarrow handle.?,0.0028133764601534494,Direct
arms,Guesser said: What is the cultural significance of the object?,0.00010561710000800417,Function
arms,Guesser said: What is the color of the object?,0.0044805635319598025,Attribute
arms,Guesser said: My guess is that the object is a crutch.?,0.0028133764601534494,Direct
arms,Guesser said: How does the object move when it is being used?,0.002401695492842748,Function
arms,Guesser said: My guess is that the object is a suitcase handle.?,0.0028133764601534494,Direct
arms,Guesser said: What is the weight of the object?,0.005522973518512941,Attribute
arms,Guesser said: My guess is that the object is a dumbbell.?,0.0028133764601534494,Direct
arms,Guesser said: What is the object used for in a competitive setting?,0.0013439651915589934,Function
arms,Guesser said: My guess is that the object is a sword.?,0.0028133764601534494,Direct
arms,Guesser said: What is the composition of the metal the object is made of?,0.010358430794134676,Attribute
arms,Guesser said: How does the object relate to other objects in the competitive setting?,0.00349100427833271,Function
arms,Guesser said: My guess is that the object is a boxing glove.?,0.0028133764601534494,Direct
arms,Guesser said: What is the object's relationship to the human body?,0.011071575696529834,Function
arms,Guesser said: My guess is that the object is an arm.?,0.007656594399790606,Direct
artifact,Guesser said: What is the general shape of the object that you are thinking of?,0.0018604653057714415,Attribute
artifact,Guesser said: What is the purpose of the object that you are thinking of?,0.001005483808057761,Function
artifact,Guesser said: What is the size of the object that you are thinking of?,3.699176193450171e-05,Attribute
artifact,Guesser said: How does the object relate to other objects?,0.0033078279227982677,Direct
artifact,Guesser said: What is the surface texture of the object that you are thinking of?,0.0005640985941077759,Attribute
artifact,Guesser said: What is the object that you are thinking of?,0.0058050894571621825,Direct
artifact,Guesser said: How does the artifact interact with its environment?,0.007656594399790606,Function
ashcan,Guesser said: What is the general shape of the object?,0.0022849292475193295,Attribute
ashcan,Guesser said: What is the object used for?,0.00013180936644729968,Function
ashcan,Guesser said: What is the material the object is made of?,0.03213568300188996,Attribute
ashcan,Guesser said: What is the environment the object is typically found in?,0.0001660751449534814,Location
ashcan,Guesser said: What is the size of the object?,0.00019983838274484356,Attribute
ashcan,Guesser said: I'm going to take a guess that the object is an ashtray.?,0.0028133764601534494,Direct
ashcan,Guesser said: How does the object hold the ashes?,3.699176193450171e-05,Function
ashcan,Guesser said: What is the color of the object?,0.00035303136758457754,Attribute
ashcan,Guesser said: I'm going to take a guess that the object is a metal urn.?,0.0028133764601534494,Direct
ashcan,Guesser said: What is the weight of the object?,0.005579140757340895,Attribute
ashcan,Guesser said: How does the object keep the ashes from spilling out?,0.0011025261256136787,Function
ashcan,Guesser said: I'm going to take a guess that the object is a metal cremation urn.?,0.0028133764601534494,Direct
ashcan,Guesser said: What is the size of the object in inches?,0.00010561710000800417,Attribute
ashcan,Guesser said: I'm going to take a guess that the object is a metal funeral urn.?,0.0028133764601534494,Direct
ashcan,Guesser said: What is the texture of the object's surface?,0.010252805830958778,Attribute
ashcan,Guesser said: I'm going to take a guess that the object is a metal vase urn.?,0.0028133764601534494,Direct
ashcan,Guesser said: What is the style of the object?,0.017808855743080443,Attribute
ashcan,Guesser said: I'm going to take a guess that the object is a metal container for holding ashes.?,0.007656594399790606,Direct
ashtray,Guesser said: What is the object's general shape?,0.012590264377852378,Attribute
ashtray,Guesser said: How is the object typically used?,0.00012836128108517642,Function
ashtray,Guesser said: What material is the object made of?,0.006606006321845825,Attribute
ashtray,Guesser said: I guess the object is an ashtray.?,0.007656594399790606,Direct
asphalt,Guesser said: What does the object look like?,0.006676830923193933,Attribute
asphalt,Guesser said: What is the object used for?,0.0007141883688177586,Function
asphalt,Guesser said: What is the object made of?,0.0025078905079958247,Attribute
asphalt,Guesser said: What is the texture of the object?,0.0026845280141110095,Attribute
asphalt,Guesser said: How does the texture of the object change when it is exposed to heat?,0.0004205801026344602,Attribute
asphalt,Guesser said: How is the object typically applied to a surface?,0.0006638563462537661,Function
asphalt,Guesser said: What is the approximate weight of the object?,0.0033078279227982677,Attribute
asphalt,Guesser said: I guess the object is asphalt. ?,5.296363719153874e-05,Direct
awning,Guesser said: What is the object's general shape?,0.001051569439823652,Attribute
awning,Guesser said: How is the object typically used?,0.00019102661401859677,Function
awning,Guesser said: What is the object's size?,0.0009101317701265543,Attribute
awning,Guesser said: What is the object's typical environment?,0.006615546285033247,Location
awning,Guesser said: What is the object made of?,0.006726697131334447,Attribute
awning,Guesser said: How does the object relate to other objects?,0.006458623530495089,Direct
awning,Guesser said: What is the object's primary function in relation to the building or window it is attached to?,0.0033078279227982677,Function
awning,Guesser said: What are the object's common colors?,0.005887916887434841,Attribute
awning,Guesser said: I believe the object is an awning.?,0.007656594399790606,Direct
axe,Guesser said: What is the object's primary function?,3.699176193450171e-05,Function
axe,Guesser said: What does the object look like?,3.699176193450171e-05,Attribute
axe,Guesser said: What is the metal head made of?,0.0376382223878835,Attribute
axe,Guesser said: How is the metal head attached to the handle?,0.0001018926195399672,Attribute
axe,Guesser said: What is the object used to chop?,0.002192578947195045,Function
axe,Guesser said: What is the object's size?,0.00010561710000800417,Attribute
axe,Guesser said: I'm going to take a guess that the object is an axe. ?,5.296363719153874e-05,Direct
backboard,Guesser said: What is the general shape of the object?,0.008075271982338705,Attribute
backboard,Guesser said: What is the object used for?,0.01444535135617997,Function
backboard,Guesser said: What is the size of the object?,0.0002902674982792064,Attribute
backboard,Guesser said: What material is the object made of?,0.0007337510415723614,Attribute
backboard,Guesser said: What sport is the object used for?,0.03654206221506229,Function
backboard,Guesser said: What is the weight of the object?,0.0012137886120022756,Attribute
backboard,Guesser said: I'm going to take a guess that the object is a basketball backboard.?,0.007656594399790606,Direct
backpack,Guesser said: What does the object look like?,0.0002259109635112111,Attribute
backpack,Guesser said: What is the object used for?,0.004047076195117683,Function
backpack,Guesser said: What material is the object made of?,0.00968825087826275,Attribute
backpack,Guesser said: What kind of things does the object typically carry?,0.0011884529591306148,Function
backpack,Guesser said: What does the object smell like?,0.000221609056936245,Attribute
backpack,Guesser said: I think the object is a backpack.?,0.007656594399790606,Direct
bag,Guesser said: What is the general shape of the object?,0.002334329176619576,Attribute
bag,Guesser said: What is the object used for?,0.004047076195117683,Function
bag,Guesser said: How big is the object?,0.002602177988251242,Attribute
bag,Guesser said: How does the object relate to other objects?,0.001303012159283412,Direct
bag,Guesser said: What material is the object made of?,0.006726697131334447,Attribute
bag,Guesser said: I'm going to guess that the object is a bag.?,0.007656594399790606,Direct
bagpipe,Guesser said: What is the general shape of the object?,0.0024257153231665995,Attribute
bagpipe,Guesser said: What is the purpose of the object?,0.014795004455525174,Function
bagpipe,Guesser said: What material is the object made of?,0.012085476253130167,Attribute
bagpipe,Guesser said: How is the music produced?,0.00039709337486115714,Function
bagpipe,Guesser said: I think the object is a clarinet. ?,5.296363719153874e-05,Direct
bagpipe,uesser said: What is the typical size of the object?,0.0007540276797577405,Attribute
bagpipe,uesser said: How does the object relate to other objects that produce music?,0.04106661055382688,Function
bagpipe,esser said: How does the musician interact with the object to produce music?,0.00013133798021769394,Function
bagpipe,uesser said: What is the color of the object?,0.006458623530495089,Attribute
bagpipe,esser said: I think the object is a saxophone.?,0.0028133764601534494,Direct
bagpipe,sser said: How does the object differ from other objects that are similar in shape and purpose?,0.004663370411073231,Function
bagpipe,esser said: I think the object is a bagpipe. ?,5.296363719153874e-05,Direct
ball,Guesser said: What is the general size of the object?,0.0007116985238901918,Attribute
ball,Guesser said: What is the primary function of the object?,0.00021644163120626558,Function
ball,Guesser said: What is the shape of the object?,0.007063864048049595,Attribute
ball,Guesser said: How is the object used?,0.0012925365096307928,Function
ball,Guesser said: What is the texture of the object?,0.003732902134334637,Attribute
ball,Guesser said: How does the object relate to other objects?,0.0036208344824970595,Direct
ball,Guesser said: What is the color of the object?,0.011264508760945091,Attribute
ball,Guesser said: How does the object relate to a person?,0.0010847893944649911,Function
ball,Guesser said: What is the weight of the object?,0.0013089213386408005,Attribute
ball,Guesser said: I think the object is a baseball.?,0.007656594399790606,Direct
balloon,Guesser said: What is the general shape of the object?,0.0020097724816814377,Attribute
balloon,Guesser said: What is the purpose of the object?,0.004667128447522373,Function
balloon,Guesser said: What size is the object?,0.0007775670099299248,Attribute
balloon,Guesser said: How is the object typically used?,0.0048170741671960116,Function
balloon,Guesser said: What is the object made of?,0.0029330834601601907,Attribute
balloon,Guesser said: I think the object is a rubber ball.?,0.0028133764601534494,Direct
balloon,Guesser said: What is the object's surface like?,0.009722943657251903,Attribute
balloon,Guesser said: How is the object used for entertainment?,0.00532607656227313,Function
balloon,Guesser said: What is the object's color?,0.006583058022119559,Attribute
balloon,Guesser said: How does the object make people feel?,0.0030648580549623716,Function
balloon,Guesser said: I think the object is a red rubber balloon.?,0.007656594399790606,Direct
bandage,Guesser said: What is the general shape of the object you are thinking of?,0.0028984920601651254,Attribute
bandage,Guesser said: What is the object used for?,0.00033316685668083323,Function
bandage,Guesser said: What material is the object made of?,0.004099659890730578,Attribute
bandage,Guesser said: How is the object applied to the wound?,0.0035118332654135997,Function
bandage,Guesser said: I'm going to take a guess that the object is a band-aid. ?,5.296363719153874e-05,Direct
bandanna,Guesser said: What is the size of the object you are thinking of?,0.00010565201697332327,Attribute
bandanna,Guesser said: How does the object you are thinking of relate to people?,0.0010011302300085845,Function
bandanna,Guesser said: What is the object's purpose?,0.00027896453473985616,Function
bandanna,Guesser said: What material is the object made of?,0.01550637931021015,Attribute
bandanna,Guesser said: I'm going to guess that the object you are thinking of is a scarf.?,0.007656594399790606,Direct
banjo,Guesser said: What does the object look like?,0.015426504605585478,Attribute
banjo,Guesser said: How is the object typically used?,0.01596784443956878,Function
banjo,Guesser said: What material is the object made of?,0.025262356761636795,Attribute
banjo,Guesser said: What is the cultural significance of the object?,0.0023877722407519286,Function
banjo,Guesser said: What does the object's surface look like?,0.0015390486240143275,Attribute
banjo,Guesser said: How is the object typically obtained?,0.0017007112094677979,Function
banjo,Guesser said: What is the object's size?,0.0026928822613676573,Attribute
banjo,Guesser said: My guess is that the object is a guitar. ?,5.296363719153874e-05,Direct
banjo,uesser said: What is the object's shape like from the side?,0.0029557337824677177,Attribute
banjo,uesser said: What is the object's purpose in a social setting?,0.00019251543216114442,Function
banjo,esser said: What is the object's weight?,0.0012288826748481085,Attribute
banjo,uesser said: How does the object relate to other objects in its category?,0.01704085606453276,Category
banjo,esser said: What is the object's age?,0.00010561710000800417,Attribute
banjo,sser said: My guess is that the object is a banjo. ?,5.296363719153874e-05,Direct
banner,Guesser said: What is the size of the object you are thinking of?,0.00015357063244891833,Attribute
banner,Guesser said: How does the object relate to people?,0.007388807343300385,Function
banner,Guesser said: What is the texture of the object you are thinking of?,0.006348182981735562,Attribute
banner,Guesser said: What is the function of the object?,6.06629994024388e-05,Function
banner,Guesser said: What is the shape of the object you are thinking of?,0.0026009681842467103,Attribute
banner,Guesser said: I'm going to take a guess that the object is a flag.?,0.007656594399790606,Direct
barbell,Guesser said: What is the general shape of the object?,6.914825057435792e-05,Attribute
barbell,Guesser said: What is the purpose of the object?,0.0005199595835847504,Function
barbell,Guesser said: What are the weights on the end of the object made of?,0.03213568300188996,Attribute
barbell,Guesser said: How does one use the object?,0.0006450517386298316,Function
barbell,Guesser said: What are the typical environments in which the object is used?,0.00016403434629452818,Function
barbell,Guesser said: What is the texture of the object?,0.010861268067277052,Attribute
barbell,Guesser said: I am going to guess that the object is a barbell. ?,5.296363719153874e-05,Direct
barbwire,Guesser said: What does the object look like?,0.006935820446159369,Attribute
barbwire,Guesser said: What is the object used for?,0.0002880092524897293,Function
barbwire,Guesser said: What material is the object made of?,0.03213568300188996,Attribute
barbwire,Guesser said: How is the object typically deployed?,0.00019399675089459834,Function
barbwire,Guesser said: What is the texture of the object?,0.0005335214533381816,Attribute
barbwire,Guesser said: I'm going to take a guess that the object is a razor wire. ?,5.296363719153874e-05,Direct
barbwire,uesser said: How does the object prevent access to certain areas?,0.00022542175278772447,Function
barbwire,uesser said: What is the object's typical environment?,0.003602921588289121,Location
barbwire,esser said: How does weather affect the object?,0.0014345576026393303,Function
barbwire,uesser said: I'm going to take a guess that the object is a barbed wire.?,0.007656594399790606,Direct
baseboard,Guesser said: What is the general shape of the object?,0.0008884415398391354,Attribute
baseboard,Guesser said: What is the object used for?,0.0002453035933172032,Function
baseboard,Guesser said: What material is the object made of?,0.025262356761636795,Attribute
baseboard,Guesser said: How is the object made?,0.0028326893785006746,Attribute
baseboard,Guesser said: What is the typical length of the object?,0.0034613189639216557,Attribute
baseboard,Guesser said: How does the object relate to other objects in the same environment?,0.000393699491841204,Location
baseboard,Guesser said: What are some other objects that the object interacts with?,0.005394728636336055,Function
baseboard,Guesser said: I'm going to take a guess that the object is a baseboard. ?,5.296363719153874e-05,Direct
basin,Guesser said: What is the general size of the object?,8.108232110259905e-05,Attribute
basin,Guesser said: How is the object typically used?,0.0007413882195415056,Function
basin,Guesser said: What is the shape of the object?,0.012590264377852378,Attribute
basin,Guesser said: What is the object used for in a typical day?,0.0008679097210091413,Function
basin,Guesser said: What is the object made of?,0.002498387349888276,Attribute
basin,Guesser said: What is the object's primary function?,0.0003867764247758032,Function
basin,Guesser said: I think the object is a sink.?,0.0028133764601534494,Direct
basin,Guesser said: How does the object dispense the water it holds?,7.003104798997128e-05,Function
basin,Guesser said: What is the typical location of the object?,0.005039114149813173,Location
basin,Guesser said: Is that a sufficient answer to the question?,0.0028133764601534494,Direct
basin,Guesser said: What is the typical location of the object in a house?,0.00022130951608545502,Location
basin,Guesser said: How is water typically put into the object?,0.000461021134203321,Function
basin,Guesser said: I think the object is a bathtub.?,0.0028133764601534494,Direct
basin,Guesser said: What is the object's depth?,9.928065119879648e-05,Attribute
basin,Guesser said: I think the object is a bowl.?,0.0028133764601534494,Direct
basin,Guesser said: What is the object's width?,3.699176193450171e-05,Attribute
basin,Guesser said: I think the object is a large ceramic planter.?,0.0028133764601534494,Direct
basin,Guesser said: What is the object's height?,0.0015801790706397867,Attribute
basin,Guesser said: I think the object is a ceramic sink.?,0.0028133764601534494,Direct
basin,Guesser said: What is the object's color?,0.006791631149990707,Attribute
basin,Guesser said: How does the object relate to washing?,0.002028001144420699,Function
basin,Guesser said: What is the object's texture?,0.0005968097412143436,Attribute
basin,Guesser said: I think the object is a toilet.?,0.0028133764601534494,Direct
basin,Guesser said: What is the object's volume?,7.682581463441807e-05,Attribute
basin,Guesser said: I think the object is a large ceramic vase.?,0.0028133764601534494,Direct
basin,Guesser said: How does the object get emptied?,0.0033078279227982677,Function
basin,Guesser said: What is the object's weight?,0.00016685258731286012,Attribute
basin,Guesser said: I think the object is a large ceramic basin.?,0.007656594399790606,Direct
basket,Guesser said: What is the general shape of the object?,0.0019347284144615173,Attribute
basket,Guesser said: What is the object used for?,0.004453488858569443,Function
basket,Guesser said: What size is the object?,0.00142829407610634,Attribute
basket,Guesser said: How does the object relate to other objects?,0.007610512534249381,Direct
basket,Guesser said: What is the object made of?,0.00038603580314244823,Attribute
basket,Guesser said: I'm going to take a guess that the object is a picnic basket.?,0.007656594399790606,Direct
bassinet,Guesser said: What is the size of the object?,0.0007741500769284926,Attribute
bassinet,Guesser said: How is the object used?,0.0018783596323466156,Function
bassinet,Guesser said: What is the object made of?,0.012009295220522631,Attribute
bassinet,Guesser said: What is the object's purpose in the context of a baby?,0.0003777416597863237,Function
bassinet,Guesser said: What is the shape of the object?,0.0021972706433430744,Attribute
bassinet,Guesser said: How does the object support the baby's head and neck?,7.049382248425218e-05,Function
bassinet,Guesser said: What is the color of the object?,0.006791631149990707,Attribute
bassinet,Guesser said: I guess the object is a crib. ?,5.296363719153874e-05,Direct
bassinet,uesser said: What is the texture of the fabric of the object?,0.009055455072232377,Attribute
bassinet,uesser said: How does the object allow the baby to be transported?,0.0017007112094677979,Function
bassinet,esser said: I guess the object is a stroller. ?,5.296363719153874e-05,Direct
bassinet,sser said: What is the style of the fabric of the object?,0.006421435392351071,Attribute
bassinet,esser said: What is the object's relationship to the baby's daily routine?,0.000127086944150534,Function
bassinet,ser said: I guess the object is a baby carriage.?,0.0028133764601534494,Direct
bassinet,ser said: What is the object's relationship to the baby's bedroom?,0.0004609701275342104,Location
bassinet,r said: I guess the object is a bassinet.?,0.007656594399790606,Direct
bath,Guesser said: What is the general shape of the object that you are thinking of?,0.002131123937889612,Attribute
bath,Guesser said: How is the object typically used?,0.0011420048713937092,Function
bath,Guesser said: What is the size of the object that you are thinking of?,3.699176193450171e-05,Attribute
bath,Guesser said: What is the social context in which the object is typically found?,3.699176193450171e-05,Location
bath,Guesser said: What material is the object made of?,0.0009636289052430413,Attribute
bath,Guesser said: I think the object you are thinking of is a bathtub. ?,5.296363719153874e-05,Direct
bathrobe,Guesser said: What is the general shape of the object that you are thinking of?,0.0002674835893827776,Attribute
bathrobe,Guesser said: How is the object you are thinking of typically used?,0.002319740327580533,Function
bathrobe,Guesser said: What is the object made of?,0.00046611787291439555,Attribute
bathrobe,Guesser said: I'm going to take a guess that the object you are thinking of is a bathrobe.?,0.007656594399790606,Direct
bathtub,Guesser said: What is the general shape of the object?,0.0020843844670288547,Attribute
bathtub,Guesser said: What is the object's primary function?,0.00075353681667778,Function
bathtub,Guesser said: What is the object made of?,0.004435263424831248,Attribute
